Name,License number,Address,Start of validity,End of validity,latitude,longitude,scrape_status,maps_place,maps_url
Golido Bt.,DKE1010000098,1194 Budapest 19. ker. Szegfű utca 21,2013.07.01,2033.06.30,47.4437425,19.1492799,ok,"Budapest, Szegfű u. 21, 1194 Hungary","https://www.google.com/maps/place/Budapest,+Szegf%C5%B1+u.+21,+1194+Hungary/@47.4437425,19.1492799,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2f2f9f68637:0x4f264bffd7c6633b!8m2!3d47.4437425!4d19.1492799!16s%2Fg%2F11pw2tj386?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Gyenes Tabak Bt.,DKE1700000033,"1032 Budapest, Gyenes utca 2.",2023.04.14,2033.06.30,47.5428549,19.0354252,ok,"Budapest, Gyenes u. 2, 1032 Hungary","https://www.google.com/maps/place/Budapest,+Gyenes+u.+2,+1032+Hungary/@47.5428549,19.0354252,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d96818ad7e49:0xd2758fb318d682a0!8m2!3d47.5428549!4d19.0354252!16s%2Fg%2F11sqfdfny5?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Gyöngy&Gyöngy Bt,DKE1700000079,1046 Budapest 04. ker. Óceánárok utca 29,2013.07.01,2033.06.30,47.5798926,19.1095568,ok,"Budapest, Óceánárok u. 29, 1048 Hungary","https://www.google.com/maps/place/Budapest,+%C3%93ce%C3%A1n%C3%A1rok+u.+29,+1048+Hungary/@47.5798926,19.1095568,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da6d6906c971:0x82d2c750ece569f9!8m2!3d47.5798926!4d19.1095568!16s%2Fg%2F11c0vvwr8k?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
HADRON-LILO Bt.,DKE1010000334,"1113 Budapest, Villányi út 74. földszint 2. ajtó",2025.06.17,2033.06.30,47.4815567,19.0330592,no_place,,"https://www.google.com/maps/search/1113+Budapest,+Vill%C3%A1nyi+%C3%BAt+74.+f%C3%B6ldszint+2.+ajt%C3%B3/@47.4826335,19.0297836,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Happy Trafik Bt.,DKE1700000065,1039 Budapest 03. ker. Jendrassik utca 2.,2013.07.01,2033.06.30,47.5993364,19.0483421,no_place,,"https://www.google.com/maps/search/1039+Budapest+03.+ker.+Jendrassik+utca+2./@47.5993277,19.0485497,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Három BM Market Bt.,DKE1700000003,"1041 Budapest, Bárdos
 Artúr utca 71422/9. hrsz.",2024.09.19,2033.06.30,47.5622592,19.1009287,no_place,,"https://www.google.com/maps/search/1041+Budapest,+B%C3%A1rdos%0A+Art%C3%BAr+utca+71422%2F9.+hrsz./@47.5622201,19.1009318,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Három BM Market ker Bt.,DKE1700000004,"1042 Budapest, Árpád út 56.",2024.09.19,2033.06.30,47.5610996,19.0852671,ok,"Budapest, Árpád út 56, 1042 Hungary","https://www.google.com/maps/place/Budapest,+%C3%81rp%C3%A1d+%C3%BAt+56,+1042+Hungary/@47.5610996,19.0852671,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da313d966d29:0x598a0ae145c868a3!8m2!3d47.5610996!4d19.0852671!16s%2Fg%2F11pztglt7t?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Háromtrafik Bt.,DKE1010000064,1224 Budapest 22. ker. Barackos út 1.,2013.07.01,2033.06.30,47.4045066,18.9910458,ok,"Budapest, Barackos út 1, 1224 Hungary","https://www.google.com/maps/place/Budapest,+Barackos+%C3%BAt+1,+1224+Hungary/@47.4045066,18.9910458,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e6e11229ab57:0x2133c7d1d0f545c8!8m2!3d47.4045066!4d18.9910458!16s%2Fg%2F11ldvfdt1c?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Háromtrafik Bt.,DKE1010000068,1225 Budapest 22. ker. Nagytétényi út 216.,2013.07.01,2033.06.30,47.39966,19.003934,ok,"Budapest, Nagytétényi út 216, 1225 Hungary","https://www.google.com/maps/place/Budapest,+Nagyt%C3%A9t%C3%A9nyi+%C3%BAt+216,+1225+Hungary/@47.39966,19.003934,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e6fbe5938f8b:0xb6e117edb0b626f0!8m2!3d47.39966!4d19.003934!16s%2Fg%2F11csf4nbbs?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Háromtrafik Bt.,DKE1010000070,"1223 Budapest, Rákóczi út 20/A.",2024.07.08,2033.06.30,47.4070863,19.0068745,ok,"Budapest, Rákóczi út 20/a, 1223 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%A1k%C3%B3czi+%C3%BAt+20%2Fa,+1223+Hungary/@47.4070863,19.0068745,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e70250f385af:0x2fec91c1fa5e9748!8m2!3d47.4070863!4d19.0068745!16s%2Fg%2F11yjlk9v81?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hauck Tobacco Bt.,DKE1010000182,1212 Budapest 21. ker. Görgey Artúr tér 1/A.,2013.07.01,2033.06.30,47.4227906,19.0696411,ok,"Budapest, Görgey Artúr tér 1A, 1212 Hungary","https://www.google.com/maps/place/Budapest,+G%C3%B6rgey+Art%C3%BAr+t%C3%A9r+1A,+1212+Hungary/@47.4227906,19.0696411,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7efafc054cf:0x10b89fbd223a98ae!8m2!3d47.4227906!4d19.0696411!16s%2Fg%2F11njzhs8d2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hauck Tobacco Bt.,DKE1600000192,1072 Budapest 07. ker. Dob utca 28-30.,2013.07.01,2033.06.30,47.4992103,19.0623194,no_place,,"https://www.google.com/maps/search/1072+Budapest+07.+ker.+Dob+utca+28-30./@47.4898621,19.0549485,14z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hauck Tobacco Bt.,DKE1700000130,1137 Budapest 13. ker. Katona József utca 3. fszt.,2013.07.01,2033.06.30,47.5123838,19.0563655,ok,"Budapest, Katona József u 3, 1137 Hungary","https://www.google.com/maps/place/Budapest,+Katona+J%C3%B3zsef+u+3,+1137+Hungary/@47.5123838,19.0563655,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0c66f9fecf:0x74b6c5b2917a430b!8m2!3d47.5123838!4d19.0563655!16s%2Fg%2F11csmnv9sl?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hegedüs Dóra Edit,DKE1600000163,1152 Budapest 15. ker. Szentmihályi utca 137.,2013.07.01,2033.06.30,47.5508467,19.1399891,ok,"Budapest, Szentmihályi út 137, 1152 Hungary","https://www.google.com/maps/place/Budapest,+Szentmih%C3%A1lyi+%C3%BAt+137,+1152+Hungary/@47.5508467,19.1399891,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dae6a46e1447:0xdc57766f7e341581!8m2!3d47.5508467!4d19.1399891!16s%2Fg%2F11tp862h7z?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hegyvidék Tabak Bt,DKE1010000033,1123 Budapest 12. ker. Csörsz utca 23-25.,2013.07.01,2033.06.30,47.4900197,19.0261561,ok,"Budapest, Csörsz u. 23-25, 1123 Hungary","https://www.google.com/maps/place/Budapest,+Cs%C3%B6rsz+u.+23-25,+1123+Hungary/@47.4900197,19.0261561,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc2ef751e4a7:0x1e4672f9fc4bff2e!8m2!3d47.4900197!4d19.0261561!16s%2Fg%2F11l5m3jqvm?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hegyvidék Tabak Bt,DKE1010000050,1125 Budapest 12. ker. Nógrádi utca 39.,2013.07.01,2033.06.30,47.5028523,19.0025859,no_place,,"https://www.google.com/maps/search/1125+Budapest+12.+ker.+N%C3%B3gr%C3%A1di+utca+39./@47.5028935,19.0027213,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hegyvidék Tabak Bt,DKE1010000067,1121 Budapest 12. ker. Eötvös út 38/B,2013.07.01,2033.06.30,47.4994561,18.9719118,no_place,,"https://www.google.com/maps/search/1121+Budapest+12.+ker.+E%C3%B6tv%C3%B6s+%C3%BAt+38%2FB/@47.499475,18.9718762,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Herbi Tabak Bt,DKE1010000155,"1202 Budapest, Mártírok útja 205.",2024.07.03,2033.06.30,47.4350588,19.1334336,ok,"Budapest, Mártírok útja 205, 1202 Hungary","https://www.google.com/maps/place/Budapest,+M%C3%A1rt%C3%ADrok+%C3%BAtja+205,+1202+Hungary/@47.4350588,19.1334336,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c290b402395f:0x472ffc55ee350850!8m2!3d47.4350588!4d19.1334336!16s%2Fg%2F11j6zks2g5?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Héthéthét Dohány Bt.,DKE1010000132,1111 Budapest 11. ker. Szent Gellért tér 3.,2013.07.01,2033.06.30,47.4831273,19.0534767,ok,"Budapest, Szent Gellért tér 3, 1111 Hungary","https://www.google.com/maps/place/Budapest,+Szent+Gell%C3%A9rt+t%C3%A9r+3,+1111+Hungary/@47.4831273,19.0534767,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc4de72deb21:0x57924f0737d23ca9!8m2!3d47.4831273!4d19.0534767!16s%2Fg%2F11c5dn62v8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Héthéthét Dohány Bt.,DKE1010000134,1191 Budapest 19. ker. Eötvös utca 1-3.,2013.07.01,2033.06.30,47.4591728,19.1427203,ok,"Budapest, Eötvös u. 1-3, 1191 Hungary","https://www.google.com/maps/place/Budapest,+E%C3%B6tv%C3%B6s+u.+1-3,+1191+Hungary/@47.4591728,19.1427203,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2e0a1e27655:0xe50ce876276a251c!8m2!3d47.4591728!4d19.1427203!16s%2Fg%2F11ykn4bjyn?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Héthéthét Dohány Bt.,DKE1600000178,1173 Budapest 17. ker. Pesti-501 utca Hrsz 120003,2013.07.01,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1173+Budapest+17.+ker.+Pesti-501+utca+Hrsz+120003/@47.4778358,19.2576867,14z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hídfő Tabak Bt,DKE1700000035,1027 Budapest 02. ker. Margit körút 1.,2013.07.01,2033.06.30,47.5148345,19.0378069,ok,"Budapest, Margit körút 1, 1027 Hungary","https://www.google.com/maps/place/Budapest,+Margit+k%C3%B6r%C3%BAt+1,+1027+Hungary/@47.5148345,19.0378069,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc03bd3a6df7:0x15611082c29d1b14!8m2!3d47.5148345!4d19.0378069!16s%2Fg%2F11c2bgn0z2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Holló Tabak Bt,DKE1010000047,1112 Budapest 11. ker. Péterhegyi lejtő 71.,2013.07.01,2033.06.30,47.4493577,19.0069792,ok,"Budapest, Péterhegyi lejtő 71, 1112 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%A9terhegyi+lejt%C5%91+71,+1112+Hungary/@47.4493577,19.0069792,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddf6e85222d9:0xa62de79ac428611a!8m2!3d47.4493577!4d19.0069792!16s%2Fg%2F11j6zk8586?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Holló Tabak Bt,DKE1010000061,1093 Budapest 09. ker. Balázs Béla utca 34/6,2013.07.01,2033.06.30,47.4780018,19.0811896,ok,"Budapest, Balázs Béla u. 34-6, 1094 Hungary","https://www.google.com/maps/place/Budapest,+Bal%C3%A1zs+B%C3%A9la+u.+34-6,+1094+Hungary/@47.4780018,19.0811896,17z/data=!3m1!4b1!4m5!3m4!1s0x4741dcfcb2bae609:0x922a496d4ce017d9!8m2!3d47.4780018!4d19.0811896?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Holló Tabak Bt.,DKE1600000011,"1147 Budapest, Zsolnay Vilmos utca 1. C lh. földszint 1-2. ajtó",2026.07.03,2033.06.30,47.5308815,19.122197,ok,Real food,"https://www.google.com/maps/place/Real+food/@47.5308815,19.122197,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db13b2139ce9:0x3396c6467e5f292a!8m2!3d47.5308815!4d19.122197!16s%2Fg%2F11dxbk7980?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hor-Macz Bt,DKE1600000139,1156 Budapest 15. ker. Páskomliget utca 6.,2013.07.01,2033.06.30,47.5448126,19.1383627,ok,"Budapest, Páskomliget utca 6, 1156 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%A1skomliget+utca+6,+1156+Hungary/@47.5448126,19.1383627,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db1e2e9a494d:0xdf75f37f4d229cde!8m2!3d47.5448126!4d19.1383627!16s%2Fg%2F11sqf22pq1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
HOTYADOHÁNY Bt.,DKE1010000090,"1237 Budapest, Ciklámen utca 3.",2025.10.02,2033.06.30,47.4162709,19.1302427,ok,"Budapest, Ciklámen út 3, 1237 Hungary","https://www.google.com/maps/place/Budapest,+Cikl%C3%A1men+%C3%BAt+3,+1237+Hungary/@47.4162709,19.1302427,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e82fae481d2d:0xba3e9a850d07c1a2!8m2!3d47.4162709!4d19.1302427!16s%2Fg%2F11b8v6v7hj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hunters Tobacco Bt,DKE1600000220,"1149 Budapest, Nagy Lajos király útja 189.",2025.01.06,2033.06.30,47.5225772,19.1024501,ok,"Budapest, Nagy Lajos király útja 189, 1149 Hungary","https://www.google.com/maps/place/Budapest,+Nagy+Lajos+kir%C3%A1ly+%C3%BAtja+189,+1149+Hungary/@47.5225772,19.1024501,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db7710d0de9b:0x91717974bbacf746!8m2!3d47.5225772!4d19.1024501!16s%2Fg%2F11snqxh219?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hunters Tobacco Bt,DKE1600000221,"1173 Budapest, Kaszáló utca 47.",2025.01.06,2033.06.30,47.4820345,19.2553827,ok,"Budapest, Kaszáló u. 47, 1173 Hungary","https://www.google.com/maps/place/Budapest,+Kasz%C3%A1l%C3%B3+u.+47,+1173+Hungary/@47.4820345,19.2553827,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c1537b8197d7:0x1c298f6908aad810!8m2!3d47.4820345!4d19.2553827!16s%2Fg%2F11tp86dp1b?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Hunters Tobacco Bt,DKE1600000222,"1145 Budapest, Csömöri út 9-11.",2025.01.06,2033.06.30,47.5206429,19.1144849,no_place,,"https://www.google.com/maps/search/1145+Budapest,+Cs%C3%B6m%C3%B6ri+%C3%BAt+9-11./@47.5203786,19.1316979,15z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Huntrafik Bt,DKE1700000023,1039 Budapest 03. ker. Mátyás király út 82,2013.07.01,2033.06.30,47.5852489,19.0563839,ok,"Budapest, Mátyás király út 82, 1039 Hungary","https://www.google.com/maps/place/Budapest,+M%C3%A1ty%C3%A1s+kir%C3%A1ly+%C3%BAt+82,+1039+Hungary/@47.5852489,19.0563839,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9e97b2e8e17:0xe6355a86aae3db5b!8m2!3d47.5852489!4d19.0563839!16s%2Fg%2F11xvmffrql?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Indigó Trafik Bt.,DKE1600000174,"1146 Budapest, Thököly út 63.",2022.07.11,2033.06.30,47.5077461,19.0943797,ok,"Budapest, Thököly út 63, 1146 Hungary","https://www.google.com/maps/place/Budapest,+Th%C3%B6k%C3%B6ly+%C3%BAt+63,+1146+Hungary/@47.5077461,19.0943797,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc8158ef0743:0x2f4598cd958737b3!8m2!3d47.5077461!4d19.0943797!16s%2Fg%2F11j6zknrvn?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Indigó Trafik Bt.,DKE1600000176,"1151 Budapest, Külső Fóti út 1.",2024.12.20,2033.06.30,47.5667029,19.133789,ok,"Budapest, Külső Fóti út 1, 1151 Hungary","https://www.google.com/maps/place/Budapest,+K%C3%BCls%C5%91+F%C3%B3ti+%C3%BAt+1,+1151+Hungary/@47.5667029,19.133789,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da8b4994d613:0x5605ab93f0565bfc!8m2!3d47.5667029!4d19.133789!16s%2Fg%2F11njzjf886?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Indigó Trafik Bt.,DKE1600000177,"1077 Budapest, Wesselényi utca 33.",2022.07.11,2033.06.30,47.4990087,19.0664445,ok,"Budapest, Wesselényi utca 33, 1077 Hungary","https://www.google.com/maps/place/Budapest,+Wessel%C3%A9nyi+utca+33,+1077+Hungary/@47.4990087,19.0664445,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc67d4d39535:0xfd4a8f637f742b6c!8m2!3d47.4990087!4d19.0664445!16s%2Fg%2F11rp43mvy0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Indigó Trafik Bt.,DKE1700000034,"1133 Budapest, Árbóc utca 6.",2022.07.11,2033.06.30,47.5317531,19.0647151,ok,"Budapest, Árbóc utca 6, 1133 Hungary","https://www.google.com/maps/place/Budapest,+%C3%81rb%C3%B3c+utca+6,+1133+Hungary/@47.5317531,19.0647151,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbeec7e2dcad:0xa471dc72d25ec028!8m2!3d47.5317531!4d19.0647151!16s%2Fg%2F11rp4w7gmt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ion Tibor Atila,DKE1600000239,1149 Budapest 14. ker. Mogyoródi utca 23-39.,2013.07.01,2033.06.30,47.506408,19.114723,ok,"Budapest, Mogyoródi út 23, 1149 Hungary","https://www.google.com/maps/place/Budapest,+Mogyor%C3%B3di+%C3%BAt+23,+1149+Hungary/@47.506408,19.114723,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc9f8e2e8a69:0x6a1a243afa35fda!8m2!3d47.506408!4d19.114723!16s%2Fg%2F11c28nn72_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ion Tibor Atila,DKE1700000073,"1039 Budapest, Mátyás király út 1.",2024.07.29,2033.06.30,47.5859158,19.0453138,ok,"Budapest, Mátyás király út 1, 1039 Hungary","https://www.google.com/maps/place/Budapest,+M%C3%A1ty%C3%A1s+kir%C3%A1ly+%C3%BAt+1,+1039+Hungary/@47.5859158,19.0453138,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9c14e747ee5:0xe6ec48e966b73bc0!8m2!3d47.5859158!4d19.0453138!16s%2Fg%2F11rp4vy7lk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
ITB Bravo Bt,DKE1600000112,1103 Budapest 10. ker. Óhegy utca 41.,2013.07.01,2033.06.30,47.4768873,19.1454985,ok,"Budapest, Óhegy u. 41, 1103 Hungary","https://www.google.com/maps/place/Budapest,+%C3%93hegy+u.+41,+1103+Hungary/@47.4768873,19.1454985,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c33be90c55af:0x7dea6128a955db5e!8m2!3d47.4768873!4d19.1454985!16s%2Fg%2F11rp6fng8t?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Jáger trafik Bt,DKE1600000227,1143 Budapest 14. ker. Pillangó utca 22,2013.07.01,2033.06.30,47.5043133,19.1160927,ok,"Budapest, Pillangó u. 22, 1149 Hungary","https://www.google.com/maps/place/Budapest,+Pillang%C3%B3+u.+22,+1149+Hungary/@47.5043133,19.1160927,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dca1eafa7e99:0xb2943f49db560088!8m2!3d47.5043133!4d19.1160927!16s%2Fg%2F11jn4dcx81?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Janitz Csabáné,DKE1010000005,1222 Budapest 22. ker. Verseci utca 4.,2013.07.01,2033.06.30,47.4162211,19.0270611,ok,"Budapest, Verseci u. 4, 1222 Hungary","https://www.google.com/maps/place/Budapest,+Verseci+u.+4,+1222+Hungary/@47.4162211,19.0270611,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7a72624bc25:0xd6e64227aca6e64d!8m2!3d47.4162211!4d19.0270611!16s%2Fg%2F11j6zk0x17?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Jánosi Péter,DKE1010000071,1098 Budapest 09. ker. Pöttyös   6.,2013.07.01,2033.06.30,47.4667688,19.1163834,ok,"Budapest, Pöttyös u. 6, 1098 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%B6tty%C3%B6s+u.+6,+1098+Hungary/@47.4667688,19.1163834,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd2abcfb18c9:0xf0730a595fa0bf1a!8m2!3d47.4667688!4d19.1163834!16s%2Fg%2F11jn4djwyb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Jászter Trafik Bt,DKE1600000247,1102 Budapest 10. ker. Kőrösi Csoma sétány 2.,2013.07.01,2033.06.30,47.4838266,19.1295469,ok,"Budapest, Kőrösi Csoma stny. 2, 1102 Hungary","https://www.google.com/maps/place/Budapest,+K%C5%91r%C3%B6si+Csoma+stny.+2,+1102+Hungary/@47.4838266,19.1295469,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dccacd95a167:0x6ee7aa3d87c5e7dd!8m2!3d47.4838266!4d19.1295469!16s%2Fg%2F11c22glgt8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Joker G&N Bt.,DKE1010000322,1092 Budapest 09. ker. Ráday utca 33/a.,2013.10.16,2033.06.30,47.485184,19.0646555,ok,"Budapest, Ráday u. 33/a, 1092 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%A1day+u.+33%2Fa,+1092+Hungary/@47.485184,19.0646555,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc5736f88521:0x30b9df16a7029b23!8m2!3d47.485184!4d19.0646555!16s%2Fg%2F11rg5wrdxc?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Joker G&N Bt.,DKE1700000240,1024 Budapest 02. ker. Margit körút 95.,2013.07.26,2033.06.30,47.5078837,19.0256649,ok,"Budapest, Margit körút 95, 1024 Hungary","https://www.google.com/maps/place/Budapest,+Margit+k%C3%B6r%C3%BAt+95,+1024+Hungary/@47.5078837,19.0256649,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dea0c63e74c7:0xe9aab809d5f09287!8m2!3d47.5078837!4d19.0256649!16s%2Fg%2F11fwhm41m_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Józsa Csaba Trafik Bt.,DKE1700000142,"1013 Budapest, Alagút utca 5.",2021.12.20,2033.06.30,47.496975,19.032793,ok,"Budapest, Alagút u. 5, 1013 Hungary","https://www.google.com/maps/place/Budapest,+Alag%C3%BAt+u.+5,+1013+Hungary/@47.496975,19.032793,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc249c9b552f:0x4a7918ec344f511d!8m2!3d47.496975!4d19.032793!16s%2Fg%2F11rcyk9cnc?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Józsa Csaba Trafik Bt.,DKE1700000148,"1014 Budapest, Tárnok utca 26.",2021.12.20,2033.06.30,47.5012112,19.0337743,ok,"Budapest, Tárnok u. 26, 1014 Hungary","https://www.google.com/maps/place/Budapest,+T%C3%A1rnok+u.+26,+1014+Hungary/@47.5012112,19.0337743,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc22641448e7:0x619fc757c90da127!8m2!3d47.5012112!4d19.0337743!16s%2Fg%2F11rgdlb7mc?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Józsa Csaba Trafik Bt.,DKE1700000149,"1053 Budapest, Ferenciek tere 7-8.",2021.12.20,2033.06.30,47.4928159,19.0571708,ok,"Budapest, Ferenciek tere 7-8, 1052 Hungary","https://www.google.com/maps/place/Budapest,+Ferenciek+tere+7-8,+1052+Hungary/@47.4928159,19.0571708,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc46a472e59b:0xecbd494b3cc783f4!8m2!3d47.4928159!4d19.0571708!16s%2Fg%2F11zdynyt8g?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Kabát Henriett,DKE1010000127,1239 Budapest 23. ker. Grassalkovich út 176,2013.07.01,2033.06.30,47.3970847,19.1149922,ok,"Budapest, Grassalkovich út 176, 1239 Hungary","https://www.google.com/maps/place/Budapest,+Grassalkovich+%C3%BAt+176,+1239+Hungary/@47.3970847,19.1149922,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e84fe44af78d:0x622eb088fbdc82ec!8m2!3d47.3970847!4d19.1149922!16s%2Fg%2F11f8l2f6ly?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
